# F16 NGUYEN ENGINE-DATASET
# Tmil_N = Tmil_N(Mach, alt)
# NUM ROWS: 5
# ROWS Mach_breaks: 0.20000,0.40000,0.60000,0.80000,1.00000
# NUM COLUMNS: 6
# COLUMNS alt_breaks_m: 0.00000,3048.00000,6096.00000,9144.00000,12192.00000,15240.00000
56401.00000,40699.00000,28080.00000,17970.00000,10987.00000,6227.00000
56089.00000,41420.00000,29401.00000,19082.00000,11565.00000,6939.00000
56223.00000,43764.00000,31536.00000,20728.00000,12632.00000,7384.00000
55111.00000,45263.00000,34472.00000,23663.00000,14456.00000,8585.00000
51953.00000,43804.00000,35806.00000,27133.00000,16902.00000,10275.00000
